id,pl_hostname,pl_letter,display_name,description,discovery_date,url,title,feature_title,mass_display,planet_type,st_dist,st_optmag,pl_radj,pl_rade,pl_massj,pl_discmethod,image,list_image,short_description,ranger_feature_id,ranger_system_id,ranger_system,exo_id,subtitle,categories,pl_kepflag,pl_facility,long_description
357,Kepler-54,c,Kepler-54 c,"Kepler-54 c is a super Earth exoplanet that orbits an M-type star. Its mass is 19.8 Earths, it takes 12.1 days to complete one orbit of its star, and is 0.0809 AU from its star. Its discovery was announced in 2012.",2012,/exoplanet-catalog/357/kepler-54-c/,Kepler-54 c,Kepler-54 c,19.8 Earths,Super Earth,886.0,16.282,0.11,1.23,0.062,Transit,/assets/content/planets/superearth.jpg,/assets/content/planets/superearth_sq.jpg,"Kepler-54 c is a super Earth exoplanet that orbits an M-type star. Its mass is 19.8 Earths, it takes 12.1 days to complete one orbit of its star, and is 0.0809 AU from its star. Its discovery was announced in 2012.",Kepler-54_c,Kepler-54,False,Kepler-54_c,"A potentially rocky world, larger than Earth",[],True,Kepler,
358,Kepler-54,d,Kepler-54 d,"Kepler-54 d is a super Earth exoplanet that orbits an M-type star. Its mass is 2.96 Earths, it takes 21 days to complete one orbit of its star, and is 0.126 AU from its star. Its discovery was announced in 2014.",2014,/exoplanet-catalog/358/kepler-54-d/,Kepler-54 d,Kepler-54 d,2.96 Earths,Super Earth,886.0,16.282,0.136,1.53,0.0093,Transit,/assets/content/planets/superearth.jpg,/assets/content/planets/superearth_sq.jpg,"Kepler-54 d is a super Earth exoplanet that orbits an M-type star. Its mass is 2.96 Earths, it takes 21 days to complete one orbit of its star, and is 0.126 AU from its star. Its discovery was announced in 2014.",Kepler-54_d,Kepler-54,False,Kepler-54_d,"A potentially rocky world, larger than Earth",[],True,Kepler,
359,Kepler-55,c,Kepler-55 c,"Kepler-55 c is a super Earth exoplanet that orbits a K-type star. Its mass is 0.22 Jupiters, it takes 42.2 days to complete one orbit of its star, and is 0.2095 AU from its star. Its discovery was announced in 2012.",2012,/exoplanet-catalog/359/kepler-55-c/,Kepler-55 c,Kepler-55 c,0.22 Jupiters,Super Earth,1888.0,15.746,0.197,2.21,0.22,Transit,/assets/content/planets/superearth.jpg,/assets/content/planets/superearth_sq.jpg,"Kepler-55 c is a super Earth exoplanet that orbits a K-type star. Its mass is 0.22 Jupiters, it takes 42.2 days to complete one orbit of its star, and is 0.2095 AU from its star. Its discovery was announced in 2012.",Kepler-55_c,Kepler-55,False,Kepler-55_c,"A potentially rocky world, larger than Earth",[],True,Kepler,
360,Kepler-55,d,Kepler-55 d,"Kepler-55 d is a super Earth exoplanet that orbits a K-type star. Its mass is 3.15 Earths, it takes 2.2 days to complete one orbit of its star, and is 0.029 AU from its star. Its discovery was announced in 2014.",2014,/exoplanet-catalog/360/kepler-55-d/,Kepler-55 d,Kepler-55 d,3.15 Earths,Super Earth,1888.0,15.746,0.142,1.59,0.00993,Transit,/assets/content/planets/superearth.jpg,/assets/content/planets/superearth_sq.jpg,"Kepler-55 d is a super Earth exoplanet that orbits a K-type star. Its mass is 3.15 Earths, it takes 2.2 days to complete one orbit of its star, and is 0.029 AU from its star. Its discovery was announced in 2014.",Kepler-55_d,Kepler-55,False,Kepler-55_d,"A potentially rocky world, larger than Earth",[],True,Kepler,
361,Kepler-55,e,Kepler-55 e,"Kepler-55 e is a super Earth exoplanet that orbits a K-type star. Its mass is 3.02 Earths, it takes 4.6 days to complete one orbit of its star, and is 0.048 AU from its star. Its discovery was announced in 2014.",2014,/exoplanet-catalog/361/kepler-55-e/,Kepler-55 e,Kepler-55 e,3.02 Earths,Super Earth,1888.0,15.746,0.138,1.55,0.00951,Transit,/assets/content/planets/superearth.jpg,/assets/content/planets/superearth_sq.jpg,"Kepler-55 e is a super Earth exoplanet that orbits a K-type star. Its mass is 3.02 Earths, it takes 4.6 days to complete one orbit of its star, and is 0.048 AU from its star. Its discovery was announced in 2014.",Kepler-55_e,Kepler-55,False,Kepler-55_e,"A potentially rocky world, larger than Earth",[],True,Kepler,
362,Kepler-56,b,Kepler-56 b,"Kepler-56 b is a Neptune-like exoplanet that orbits a K-type star. Its mass is 22.1 Earths, it takes 10.5 days to complete one orbit of its star, and is 0.1028 AU from its star. Its discovery was announced in 2012.",2012,/exoplanet-catalog/362/kepler-56-b/,Kepler-56 b,Kepler-56 b,22.1 Earths,Neptune-like,2978.0,12.598,0.581,6.51,0.07,Transit,/assets/content/planets/neptunelike.jpg,/assets/content/planets/neptunelike_sq.jpg,"Kepler-56 b is a Neptune-like exoplanet that orbits a K-type star. Its mass is 22.1 Earths, it takes 10.5 days to complete one orbit of its star, and is 0.1028 AU from its star. Its discovery was announced in 2012.",Kepler-56_b,Kepler-56,False,Kepler-56_b,A Neptune-like gas giant planet,[],True,Kepler,
363,Kepler-56,c,Kepler-56 c,"Kepler-56 c is a gas giant exoplanet that orbits a K-type star. Its mass is 0.57 Jupiters, it takes 21.4 days to complete one orbit of its star, and is 0.1652 AU from its star. Its discovery was announced in 2012.",2012,/exoplanet-catalog/363/kepler-56-c/,Kepler-56 c,Kepler-56 c,0.57 Jupiters,Gas Giant,2978.0,12.598,0.874,9.8,0.57,Transit,/assets/content/planets/gasgiant.jpg,/assets/content/planets/gasgiant_sq.jpg,"Kepler-56 c is a gas giant exoplanet that orbits a K-type star. Its mass is 0.57 Jupiters, it takes 21.4 days to complete one orbit of its star, and is 0.1652 AU from its star. Its discovery was announced in 2012.",Kepler-56_c,Kepler-56,False,Kepler-56_c,A giant planet composed mainly of gas,[],True,Kepler,
364,Kepler-57,b,Kepler-57 b,"Kepler-57 b is a gas giant exoplanet that orbits a K-type star. Its mass is 0.36183 Jupiters, it takes 5.7 days to complete one orbit of its star, and is 0.06 AU from its star. Its discovery was announced in 2012.",2012,/exoplanet-catalog/364/kepler-57-b/,Kepler-57 b,Kepler-57 b,0.36183 Jupiters,Gas Giant,2101.0,15.017,0.195,2.19,0.36183,Transit,/assets/content/planets/gasgiant.jpg,/assets/content/planets/gasgiant_sq.jpg,"Kepler-57 b is a gas giant exoplanet that orbits a K-type star. Its mass is 0.36183 Jupiters, it takes 5.7 days to complete one orbit of its star, and is 0.06 AU from its star. Its discovery was announced in 2012.",Kepler-57_b,Kepler-57,False,Kepler-57_b,A giant planet composed mainly of gas,[],True,Kepler,
365,Kepler-58,b,Kepler-58 b,"Kepler-58 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 35.5 Earths, it takes 10.2 days to complete one orbit of its star, and is 0.0927 AU from its star. Its discovery was announced in 2012.",2012,/exoplanet-catalog/365/kepler-58-b/,Kepler-58 b,Kepler-58 b,35.5 Earths,Neptune-like,3162.0,15.086,0.248,2.78,0.1117,Transit,/assets/content/planets/neptunelike.jpg,/assets/content/planets/neptunelike_sq.jpg,"Kepler-58 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 35.5 Earths, it takes 10.2 days to complete one orbit of its star, and is 0.0927 AU from its star. Its discovery was announced in 2012.",Kepler-58_b,Kepler-58,False,Kepler-58_b,A Neptune-like gas giant planet,[],True,Kepler,
366,Kepler-58,c,Kepler-58 c,"Kepler-58 c is a gas giant exoplanet that orbits a G-type star. Its mass is 0.16676 Jupiters, it takes 15.6 days to complete one orbit of its star, and is 0.1228 AU from its star. Its discovery was announced in 2012.",2012,/exoplanet-catalog/366/kepler-58-c/,Kepler-58 c,Kepler-58 c,0.16676 Jupiters,Gas Giant,3162.0,15.086,0.255,2.86,0.16676,Transit,/assets/content/planets/gasgiant.jpg,/assets/content/planets/gasgiant_sq.jpg,"Kepler-58 c is a gas giant exoplanet that orbits a G-type star. Its mass is 0.16676 Jupiters, it takes 15.6 days to complete one orbit of its star, and is 0.1228 AU from its star. Its discovery was announced in 2012.",Kepler-58_c,Kepler-58,False,Kepler-58_c,A giant planet composed mainly of gas,[],True,Kepler,
367,Kepler-58,d,Kepler-58 d,"Kepler-58 d is a Neptune-like exoplanet that orbits a G-type star. Its mass is 8.96 Earths, it takes 40.1 days to complete one orbit of its star, and is 0.236 AU from its star. Its discovery was announced in 2014.",2014,/exoplanet-catalog/367/kepler-58-d/,Kepler-58 d,Kepler-58 d,8.96 Earths,Neptune-like,3162.0,15.086,0.262,2.94,0.0282,Transit,/assets/content/planets/neptunelike.jpg,/assets/content/planets/neptunelike_sq.jpg,"Kepler-58 d is a Neptune-like exoplanet that orbits a G-type star. Its mass is 8.96 Earths, it takes 40.1 days to complete one orbit of its star, and is 0.236 AU from its star. Its discovery was announced in 2014.",Kepler-58_d,Kepler-58,False,Kepler-58_d,A Neptune-like gas giant planet,[],True,Kepler,
368,Kepler-59,b,Kepler-59 b,"Kepler-59 b is a super Earth exoplanet that orbits an F-type star. Its mass is 1.37 Earths, it takes 11.9 days to complete one orbit of its star, and is 0.104 AU from its star. Its discovery was announced in 2012.",2012,/exoplanet-catalog/368/kepler-59-b/,Kepler-59 b,Kepler-59 b,1.37 Earths,Super Earth,3794.0,14.467,0.098,1.1,0.0043,Transit,/assets/content/planets/superearth.jpg,/assets/content/planets/superearth_sq.jpg,"Kepler-59 b is a super Earth exoplanet that orbits an F-type star. Its mass is 1.37 Earths, it takes 11.9 days to complete one orbit of its star, and is 0.104 AU from its star. Its discovery was announced in 2012.",Kepler-59_b,Kepler-59,False,Kepler-59_b,"A potentially rocky world, larger than Earth",[],True,Kepler,
369,Kepler-60,b,Kepler-60 b,"Kepler-60 b is a super Earth exoplanet that orbits a G-type star. Its mass is 4.19 Earths, it takes 7.1 days to complete one orbit of its star, and is 0.0719 AU from its star. Its discovery was announced in 2012.",2012,/exoplanet-catalog/369/kepler-60-b/,Kepler-60 b,Kepler-60 b,4.19 Earths,Super Earth,3344.0,13.95,0.153,1.71,0.01318,Transit,/assets/content/planets/superearth.jpg,/assets/content/planets/superearth_sq.jpg,"Kepler-60 b is a super Earth exoplanet that orbits a G-type star. Its mass is 4.19 Earths, it takes 7.1 days to complete one orbit of its star, and is 0.0719 AU from its star. Its discovery was announced in 2012.",Kepler-60_b,Kepler-60,False,Kepler-60_b,"A potentially rocky world, larger than Earth",[],True,Kepler,
370,Kepler-60,c,Kepler-60 c,"Kepler-60 c is a super Earth exoplanet that orbits a G-type star. Its mass is 3.85 Earths, it takes 8.9 days to complete one orbit of its star, and is 0.0835 AU from its star. Its discovery was announced in 2012.",2012,/exoplanet-catalog/370/kepler-60-c/,Kepler-60 c,Kepler-60 c,3.85 Earths,Super Earth,3344.0,13.95,0.17,1.9,0.01211,Transit,/assets/content/planets/superearth.jpg,/assets/content/planets/superearth_sq.jpg,"Kepler-60 c is a super Earth exoplanet that orbits a G-type star. Its mass is 3.85 Earths, it takes 8.9 days to complete one orbit of its star, and is 0.0835 AU from its star. Its discovery was announced in 2012.",Kepler-60_c,Kepler-60,False,Kepler-60_c,"A potentially rocky world, larger than Earth",[],True,Kepler,
371,Kepler-60,d,Kepler-60 d,"Kepler-60 d is a Neptune-like exoplanet that orbits a G-type star. Its mass is 4.16 Earths, it takes 11.9 days to complete one orbit of its star, and is 0.1012 AU from its star. Its discovery was announced in 2012.",2012,/exoplanet-catalog/371/kepler-60-d/,Kepler-60 d,Kepler-60 d,4.16 Earths,Neptune-like,3344.0,13.95,0.178,1.99,0.01309,Transit,/assets/content/planets/neptunelike.jpg,/assets/content/planets/neptunelike_sq.jpg,"Kepler-60 d is a Neptune-like exoplanet that orbits a G-type star. Its mass is 4.16 Earths, it takes 11.9 days to complete one orbit of its star, and is 0.1012 AU from its star. Its discovery was announced in 2012.",Kepler-60_d,Kepler-60,False,Kepler-60_d,A Neptune-like gas giant planet,[],True,Kepler,
372,Kepler-62,b,Kepler-62 b,"Kepler-62 b is a super Earth exoplanet that orbits a K-type star. Its mass is 9 Earths, it takes 5.7 days to complete one orbit of its star, and is 0.0553 AU from its star. Its discovery was announced in 2013.",2013,/exoplanet-catalog/372/kepler-62-b/,Kepler-62 b,Kepler-62 b,9 Earths,Super Earth,981.0,13.965,0.117,1.31,0.03,Transit,/assets/content/planets/superearth.jpg,/assets/content/planets/superearth_sq.jpg,"Kepler-62 b is a super Earth exoplanet that orbits a K-type star. Its mass is 9 Earths, it takes 5.7 days to complete one orbit of its star, and is 0.0553 AU from its star. Its discovery was announced in 2013.",Kepler-62_b,Kepler-62,False,Kepler-62_b,"A potentially rocky world, larger than Earth",[],True,Kepler,
373,Kepler-62,c,Kepler-62 c,"Kepler-62 c is a terrestrial exoplanet that orbits a K-type star. Its mass is 4 Earths, it takes 12.4 days to complete one orbit of its star, and is 0.0929 AU from its star. Its discovery was announced in 2013.",2013,/exoplanet-catalog/373/kepler-62-c/,Kepler-62 c,Kepler-62 c,4 Earths,Terrestrial,981.0,13.965,0.048,0.54,0.013,Transit,/assets/content/planets/terrestrial.jpg,/assets/content/planets/terrestrial_sq.jpg,"Kepler-62 c is a terrestrial exoplanet that orbits a K-type star. Its mass is 4 Earths, it takes 12.4 days to complete one orbit of its star, and is 0.0929 AU from its star. Its discovery was announced in 2013.",Kepler-62_c,Kepler-62,False,Kepler-62_c,A rocky world outside our solar system,[],True,Kepler,
374,Kepler-62,d,Kepler-62 d,"Kepler-62 d is a Neptune-like exoplanet that orbits a K-type star. Its mass is 14 Earths, it takes 18.2 days to complete one orbit of its star, and is 0.12 AU from its star. Its discovery was announced in 2013.",2013,/exoplanet-catalog/374/kepler-62-d/,Kepler-62 d,Kepler-62 d,14 Earths,Neptune-like,981.0,13.965,0.174,1.95,0.044,Transit,/assets/content/planets/neptunelike.jpg,/assets/content/planets/neptunelike_sq.jpg,"Kepler-62 d is a Neptune-like exoplanet that orbits a K-type star. Its mass is 14 Earths, it takes 18.2 days to complete one orbit of its star, and is 0.12 AU from its star. Its discovery was announced in 2013.",Kepler-62_d,Kepler-62,False,Kepler-62_d,A Neptune-like gas giant planet,[],True,Kepler,
375,Kepler-62,f,Kepler-62 f,"Kepler-62 f is a super Earth exoplanet that orbits a K-type star. Its mass is 35 Earths, it takes 267.3 days to complete one orbit of its star, and is 0.718 AU from its star. Its discovery was announced in 2013.",2013,/exoplanet-catalog/375/kepler-62-f/,Kepler-62 f,Kepler-62 f,35 Earths,Super Earth,981.0,13.965,0.126,1.41,0.11,Transit,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbUFEIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--6e7df57e9ee06219ab6662711d740610d08d7e07/Kepler62f.jpg?disposition=inline,/assets/content/planets/superearth_sq.jpg,"Kepler-62 f is a super Earth exoplanet that orbits a K-type star. Its mass is 35 Earths, it takes 267.3 days to complete one orbit of its star, and is 0.718 AU from its star. Its discovery was announced in 2013.",Kepler-62_f,Kepler-62,False,Kepler-62_f,"A potentially rocky world, larger than Earth",[],True,Kepler,
376,Kepler-63,b,Kepler-63 b,"Kepler-63 b is a gas giant exoplanet that orbits a G-type star. Its mass is 0.378 Jupiters, it takes 9.4 days to complete one orbit of its star, and is 0.08 AU from its star. Its discovery was announced in 2013.",2013,/exoplanet-catalog/376/kepler-63-b/,Kepler-63 b,Kepler-63 b,0.378 Jupiters,Gas Giant,633.0,12.02,0.545,6.11,0.378,Transit,/assets/content/planets/gasgiant.jpg,/assets/content/planets/gasgiant_sq.jpg,"Kepler-63 b is a gas giant exoplanet that orbits a G-type star. Its mass is 0.378 Jupiters, it takes 9.4 days to complete one orbit of its star, and is 0.08 AU from its star. Its discovery was announced in 2013.",Kepler-63_b,Kepler-63,False,Kepler-63_b,A giant planet composed mainly of gas,[],True,Kepler,
377,Kepler-65,b,Kepler-65 b,"Kepler-65 b is a super Earth exoplanet that orbits an F-type star. Its mass is 2.4 Earths, it takes 2.2 days to complete one orbit of its star, and is 0.035 AU from its star. Its discovery was announced in 2012.",2012,/exoplanet-catalog/377/kepler-65-b/,Kepler-65 b,Kepler-65 b,2.4 Earths,Super Earth,991.0,10.922,0.127,1.42,0.0076,Transit,/assets/content/planets/superearth.jpg,/assets/content/planets/superearth_sq.jpg,"Kepler-65 b is a super Earth exoplanet that orbits an F-type star. Its mass is 2.4 Earths, it takes 2.2 days to complete one orbit of its star, and is 0.035 AU from its star. Its discovery was announced in 2012.",Kepler-65_b,Kepler-65,False,Kepler-65_b,"A potentially rocky world, larger than Earth",[],True,Kepler,
378,Kepler-65,d,Kepler-65 d,"Kepler-65 d is a super Earth exoplanet that orbits an F-type star. Its mass is 4.14 Earths, it takes 8.1 days to complete one orbit of its star, and is 0.084 AU from its star. Its discovery was announced in 2012.",2012,/exoplanet-catalog/378/kepler-65-d/,Kepler-65 d,Kepler-65 d,4.14 Earths,Super Earth,991.0,10.922,0.136,1.52,0.013,Transit,/assets/content/planets/superearth.jpg,/assets/content/planets/superearth_sq.jpg,"Kepler-65 d is a super Earth exoplanet that orbits an F-type star. Its mass is 4.14 Earths, it takes 8.1 days to complete one orbit of its star, and is 0.084 AU from its star. Its discovery was announced in 2012.",Kepler-65_d,Kepler-65,False,Kepler-65_d,"A potentially rocky world, larger than Earth",[],True,Kepler,
379,Kepler-67,b,Kepler-67 b,"Kepler-67 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 8.96 Earths, it takes 15.7 days to complete one orbit of its star, and is 0.1171 AU from its star. Its discovery was announced in 2013.",2013,/exoplanet-catalog/379/kepler-67-b/,Kepler-67 b,Kepler-67 b,8.96 Earths,Neptune-like,3690.0,16.172,0.262,2.94,0.0282,Transit,/assets/content/planets/neptunelike.jpg,/assets/content/planets/neptunelike_sq.jpg,"Kepler-67 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 8.96 Earths, it takes 15.7 days to complete one orbit of its star, and is 0.1171 AU from its star. Its discovery was announced in 2013.",Kepler-67_b,Kepler-67,False,Kepler-67_b,A Neptune-like gas giant planet,[],True,Kepler,
